Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Return_1D,Return_5D,Return_10D,SMA_5,SMA_20,Volatility_5D,Volatility_20D,Daily_Range,Volume_Change,Next_Close,Direction
2011-06-16,RELIANCE,EQ,900.55,901.0,901.0,884.1,886.05,887.55,890.99,5707528,508533516590000.0,148322.0,3342006.0,0.5855,-0.014435622675031956,-0.06965408805031448,-0.06676830871142425,913.9100000000001,931.2774999999999,0.003830038381279192,0.014124592490547873,0.01904118077854766,0.23875102387722946,868.75,0
2011-06-17,RELIANCE,EQ,887.55,891.3,893.3,865.2,866.9,868.75,874.93,5035618,440582499215000.0,170442.0,2956775.0,0.5872,-0.021181905244774923,-0.08020116463737426,-0.07045794992510168,898.76,928.555,0.003915213883262394,0.014579415228231996,0.03234532374100709,-0.1177234697753563,833.25,0
2011-06-20,RELIANCE,EQ,868.75,875.0,875.0,828.1,833.15,833.25,847.35,6926078,586884615405000.0,215554.0,3350325.0,0.4836999999999999,-0.04086330935251803,-0.09977312013828865,-0.11143695014662758,880.29,924.7475000000001,0.011752390502548239,0.01670065515900497,0.05628562856285626,0.37541767465284304,848.65,1
2011-06-21,RELIANCE,EQ,833.25,839.9,855.0,837.3,848.95,848.65,848.14,3980489,337599598965000.0,102793.0,1798284.0,0.4518,0.01848184818481835,-0.06879903439951729,-0.11437516305765716,867.75,921.3925000000002,0.021407317573012022,0.017294388734533057,0.020856654686855648,-0.42528960834688834,845.8,0
2011-06-22,RELIANCE,EQ,848.65,853.35,858.15,834.15,846.7,845.8,842.78,4596259,387364107185000.0,96249.0,2343085.0,0.5098,-0.0033582749072056384,-0.06079618011215371,-0.10893383902233467,856.8,918.3825,0.021947575701827256,0.017215915929376973,0.02837550248285647,0.15469707365100116,870.5,1
2011-06-23,RELIANCE,EQ,845.8,846.55,872.7,845.9,870.75,870.5,863.74,4734842,408967195510000.0,123526.0,2467225.0,0.5211,0.02920312130527325,-0.01921018534167085,-0.08752620545073375,853.39,915.2149999999999,0.02855421592071622,0.0170587874223867,0.030786904078116104,0.030151259970336852,871.4,1
2011-06-24,RELIANCE,EQ,870.5,874.15,879.7,855.6,868.5,871.4,866.87,7239303,627556249175000.0,150708.0,4291032.0,0.5927,0.0010338885697873668,0.0030503597122302217,-0.07739544732662784,853.9200000000001,911.5125,0.026797914560358634,0.01669010273765806,0.027656644480146916,0.5289428876401789,871.55,1
2011-06-27,RELIANCE,EQ,871.4,866.7,881.8,861.85,872.0,871.55,874.41,3280025,286809606875000.0,88833.0,1744078.0,0.5317000000000001,0.00017213679137029203,0.04596459645964601,-0.058394554883319016,861.5799999999999,908.1475,0.01407241855722261,0.016698080536860012,0.022890252997533053,-0.5469142540379923,871.1,0
2011-06-28,RELIANCE,EQ,871.55,878.9,878.9,862.0,871.5,871.1,868.86,2336039,202968988450000.0,63762.0,1063116.0,0.4551,-0.0005163214961848572,0.026453779532198185,-0.04416524935535193,866.07,904.11,0.013459652459550912,0.016210934025475993,0.019400757662725265,-0.2877984161706084,885.25,1
2011-06-29,RELIANCE,EQ,871.1,875.7,888.0,872.1,887.0,885.25,879.81,2841435,249993159905000.03,78475.0,1660105.0,0.5842,0.01624382964068416,0.046642232206195455,-0.01698961745599903,873.9599999999998,901.0324999999999,0.013156094181733425,0.016844180264874876,0.01796102795820387,0.21634741543270475,898.5,1
2011-06-30,RELIANCE,EQ,885.25,888.7,902.0,887.0,895.05,898.5,895.72,4970476,445215013325000.0,90446.0,2933798.0,0.5902000000000001,0.01496752329850315,0.032165422171166025,0.012337333107993897,879.5599999999998,898.405,0.008451603613803507,0.01725455110869305,0.01669449081803005,0.7492837245969026,861.95,0
2011-07-01,RELIANCE,EQ,898.5,907.0,907.0,856.7,859.9,861.95,870.02,6555284,570322553290000.0,128948.0,3650883.0,0.5569,-0.04067890929326645,-0.010844617856323069,-0.00782733812949632,877.6700000000001,894.7725,0.0230418346861615,0.01899979947062747,0.05835605313533262,0.318844311892865,868.4,1
2011-07-04,RELIANCE,EQ,861.95,874.4,879.4,865.0,868.6,868.4,870.02,3771511,328127997950000.0,101705.0,2279704.0,0.6045,0.007483032658506694,-0.0036142504732946668,0.04218421842184217,877.04,891.3050000000001,0.023439677561229617,0.019104197857057362,0.01658222017503452,-0.4246609300222538,845.95,0
2011-07-05,RELIANCE,EQ,868.4,869.3,869.3,844.0,845.4,845.95,853.31,7727430,659390262825000.0,152680.0,4913321.0,0.6358,-0.02585214187010587,-0.028871541728848538,-0.0031815235962999733,872.01,885.6899999999999,0.026038507270261503,0.018724928057006797,0.029907204917548263,1.0488949919541533,852.9,1
2011-07-06,RELIANCE,EQ,845.95,848.85,858.5,840.7,852.55,852.9,850.04,6143838,522253513725000.0,167251.0,3114346.0,0.5069,0.008215615580116964,-0.03654334933634573,0.008394419484511806,865.54,880.875,0.02456302024009163,0.018970971626670243,0.02086997303318086,-0.2049312643401493,870.7,1
2011-07-07,RELIANCE,EQ,852.9,858.0,874.9,855.25,871.9,870.7,864.21,4603204,397812622565000.0,151607.0,2539009.0,0.5516,0.020869973033180944,-0.030940456316082332,0.00022975301550842708,859.9799999999999,876.71,0.025993294092393635,0.019733484576096617,0.022568048696451105,-0.25076084362901496,854.85,0
2011-07-08,RELIANCE,EQ,870.7,873.0,874.0,852.0,854.3,854.85,858.61,4785969,410927689480000.0,82105.0,2972609.0,0.6211,-0.01820374411393133,-0.008237136724868033,-0.018992425981179673,858.5600000000001,872.2275,0.019669428080129628,0.01994138698071524,0.025735509153652688,0.039703867132545145,853.3,0
2011-07-11,RELIANCE,EQ,854.85,854.0,859.95,847.0,852.8,853.3,854.56,2194126,187502203825000.0,60289.0,885377.0,0.4035,-0.0018131835994619205,-0.017388300322432104,-0.02093970512305665,855.54,868.6125,0.01903754343969722,0.019622665833265957,0.01517637407711244,-0.5415503109192725,847.75,0
2011-07-12,RELIANCE,EQ,853.3,847.5,857.4,845.7,847.5,847.75,849.72,2986757,253790491680000.03,84280.0,1668966.0,0.5588000000000001,-0.006504160318762442,0.002127785330102272,-0.02680518884169447,855.9,865.4324999999999,0.014821477803367008,0.019447840879438835,0.01380123857269234,0.361251359311179,865.45,1
2011-07-13,RELIANCE,EQ,847.75,853.05,869.7,851.1,867.6,865.45,860.62,3892719,335015175475000.0,95561.0,2135723.0,0.5486,0.020878796815098744,0.014714503458787664,-0.022366563117763305,858.4100000000001,863.6775,0.017335451451694545,0.02006904024103853,0.021491709515281093,0.30332631680448063,867.55,1
2011-07-14,RELIANCE,EQ,865.45,863.3,877.9,859.35,864.9,867.55,867.88,3043021,264099110190000.0,87903.0,1386733.0,0.4557,0.0024264833323703883,-0.00361777879866787,-0.034446299387868695,857.78,862.6775,0.014289084380403676,0.01986309597217996,0.021382052907613344,-0.21827879176483067,873.2,1
2011-07-15,RELIANCE,EQ,867.55,867.7,876.0,865.0,872.5,873.2,871.34,2332976,203281802700000.0,97923.0,1168716.0,0.501,0.006512592934124983,0.02146575422588759,0.013051801148558528,861.45,862.9,0.010456613097587705,0.019336777321570818,0.012597343105817681,-0.2333355570007568,867.6,0
2011-07-18,RELIANCE,EQ,873.2,871.9,873.9,864.2,866.0,867.6,869.0,1504709,130759171730000.0,42399.0,710186.0,0.472,-0.006413192853870875,0.01675846712762219,-0.0009212344541685846,864.3100000000001,864.6175000000001,0.011297493902725731,0.016837175650502335,0.011180267404333715,-0.35502594111555374,879.45,1
2011-07-19,RELIANCE,EQ,867.6,867.5,881.4,866.0,878.15,879.45,874.18,2245330,196281636965000.0,71767.0,1088143.0,0.4846,0.013658367911479896,0.03739309938071367,0.03960044919912531,870.65,866.1574999999999,0.010454329170809322,0.016624238788767516,0.017510944340212605,0.49220214672737383,876.2,0
2011-07-20,RELIANCE,EQ,879.45,886.0,886.8,868.8,874.8,876.2,877.9,2555594,224356613480000.03,79529.0,1272175.0,0.4978,-0.003695491500369519,0.012421283725229548,0.027318560206354814,872.8,867.6775,0.0080381057736953,0.016630039955244518,0.02054325496461995,0.1381819153531998,860.85,0
2011-07-21,RELIANCE,EQ,876.2,875.95,875.95,857.55,858.0,860.85,866.59,1802647,156215382995000.0,57903.0,893671.0,0.4958,-0.017518831317050898,-0.007722897815687801,-0.011312736878373753,871.46,867.195,0.012036818407315528,0.015856320058108803,0.02137422315153638,-0.29462700256770047,873.35,1
2011-07-22,RELIANCE,EQ,860.85,866.0,877.0,862.5,873.0,873.35,871.82,3498193,304978948870000.0,88249.0,2078359.0,0.5941,0.014520532032293643,0.0001717819514428509,0.021641223606480686,871.4900000000001,867.2924999999999,0.013775260526651725,0.01620509366856187,0.016602736588996393,0.9405868148339636,882.85,1
2011-07-25,RELIANCE,EQ,873.35,892.0,892.0,879.15,881.6,882.85,884.58,5007164,442925917605000.0,116024.0,2423803.0,0.4841,0.010877655006583886,0.017577224527431934,0.034630258994492014,874.54,867.8574999999998,0.013897997172217859,0.016378694862738002,0.014555133941213142,0.43135727502742127,871.5,0
2011-07-26,RELIANCE,EQ,882.85,888.25,890.15,869.4,870.35,871.5,876.83,4677273,410116882940000.0,182436.0,2545389.0,0.5442,-0.012856091068698006,-0.009039740747057823,0.028015334709525108,872.95,867.8774999999999,0.014141896186123125,0.01665982497867604,0.023809523809523808,-0.06588380168894004,860.85,0
2011-07-27,RELIANCE,EQ,871.5,875.0,875.0,859.15,860.8,860.85,865.07,3126064,270426558755000.03,75129.0,1988535.0,0.6361,-0.012220309810671237,-0.017518831317050898,-0.005315153966144792,869.8800000000001,866.6575,0.01492938425273886,0.01642732991345391,0.018412034616948392,-0.33164816336356673,837.35,0
2011-07-28,RELIANCE,EQ,860.85,855.0,855.0,833.4,837.7,837.35,839.63,7154511,600714985170000.0,157298.0,4080997.0,0.5704,-0.027298600220712066,-0.027298600220712066,-0.034810673736384024,865.18,863.6,0.017631280108164615,0.01693956163907141,0.02579566489520514,1.2886642755874478,827.95,0
2011-07-29,RELIANCE,EQ,837.35,840.0,847.25,823.15,828.0,827.95,835.82,4890181,408729401225000.0,130721.0,2679709.0,0.5479999999999999,-0.011225891204394767,-0.05198374076830592,-0.05182088868529544,856.1,861.9,0.013676848001155716,0.014652170250021627,0.029108037924995497,-0.31648983417594856,830.85,1
2011-08-01,RELIANCE,EQ,827.95,838.0,838.0,821.35,831.5,830.85,828.7,3255486,269780511500000.0,87062.0,1661701.0,0.5104,0.003502626970227629,-0.05890015291385853,-0.04235822959889346,845.7,860.0225,0.010905931336135384,0.014544536933930876,0.020039718360714904,-0.33428108284744473,837.3,1
2011-08-02,RELIANCE,EQ,830.85,827.55,838.9,818.5,837.55,837.3,829.55,3787775,314213104785000.0,106684.0,1793988.0,0.4736,0.007763134139736394,-0.039242685025817625,-0.04792768207402365,838.86,859.5899999999999,0.013976640375327169,0.01356546040396045,0.024364027230383348,0.16350523393434968,825.05,0
2011-08-03,RELIANCE,EQ,837.3,826.75,836.2,823.1,825.25,825.05,828.4,3219680,266717191235000.0,66906.0,1649112.0,0.5122,-0.014630359488833178,-0.041586803740489175,-0.05837708285779508,831.7,858.1975,0.014202791139056257,0.01375996000712712,0.01587782558632813,-0.14998118948459183,812.35,0
2011-08-04,RELIANCE,EQ,825.05,828.0,831.65,810.05,811.0,812.35,820.84,3140142,257756809865000.0,88226.0,1469924.0,0.4681,-0.015393006484455407,-0.029856093628709668,-0.05633966428529946,826.7,855.28,0.010836804658331837,0.013016742910508495,0.026589524219856,-0.02470369726183974,792.0,0
2011-08-05,RELIANCE,EQ,812.35,799.5,799.5,779.0,791.9,792.0,789.79,5994097,473408869605000.0,157581.0,3040193.0,0.5072,-0.025050778605281043,-0.04342049640678791,-0.09314707734585215,819.51,852.1375,0.013849488538131808,0.013507871222869587,0.025883838383838384,0.9088617648501247,780.65,0
2011-08-08,RELIANCE,EQ,792.0,776.7,796.4,767.0,780.25,780.65,781.35,5084300,397263951305000.0,139239.0,2142216.0,0.4213,-0.01433080808080811,-0.0604200517542276,-0.11576145438069896,809.4699999999999,848.5049999999999,0.012085416107571197,0.013703261411766901,0.03766092358931657,-0.15178216168340286,765.3,0
2011-08-09,RELIANCE,EQ,780.65,753.0,779.0,753.0,767.5,765.3,765.19,7463019,571059326715000.0,167300.0,3586853.0,0.4806,-0.019663101261769067,-0.08599068434252954,-0.12185886402753876,795.0699999999999,844.3825,0.004580380490560378,0.014121660073419884,0.03397360512217431,0.4678557520209272,772.75,1
